,xg,id,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,incidentType,xgot,goalType,name,playerId,player_x,player_y,player_z,goalMouth_x,goalMouth_y,goalMouth_z,blockCoordinates_x,blockCoordinates_y,blockCoordinates_z,shot_sit_assisted,shot_sit_corner,shot_sit_fast-break,shot_sit_regular,shot_sit_set-piece,homeTeam_False,homeTeam_True,outcome_block,outcome_goal,outcome_miss,outcome_post,outcome_save,bodyPart_head,bodyPart_left-foot,bodyPart_right-foot
25,0.17219957709312,2146004,45,2.0,2805,1,2595,shot,0.0,0,raphael-varane,138310,7.9,48.6,0,0,66.7,18.1,0.0,0.0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
26,0.060710668563843,2145999,45,2.0,2779,1,2621,shot,0.0,0,marcus-rashford,814590,12.0,63.9,0,0,47.8,19.0,10.3,62.3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
27,0.054165065288544,2145994,45,1.0,2709,1,2691,shot,0.0,0,antony,958380,9.5,67.4,0,0,53.3,8.3,7.7,63.9,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
28,0.04185263812542,2145982,42,0.0,2472,4,228,shot,0.0,0,alejandro-garnacho,1135873,10.2,27.6,0,0,9.7,16.7,0.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
29,0.024086147546768,2145976,38,0.0,2268,8,432,shot,0.0,0,bruno-fernandes,288205,28.1,55.3,0,0,52.2,19.0,20.5,53.2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
30,0.13989906013012,2145977,38,0.0,2256,8,444,shot,0.0,0,marcus-rashford,814590,8.4,49.9,0,0,53.4,19.0,4.6,48.7,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
31,0.19037415087223,2145960,33,0.0,1933,13,767,shot,0.0,0,matheus-cunha,886363,11.1,66.2,0,0,60.0,11.1,0.0,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
32,0.011413232423365,2145889,27,0.0,1610,19,1090,shot,0.0,0,mario-lemina,307284,30.5,41.6,0,0,51.6,19.0,26.0,42.6,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
33,0.057998429983854,2145879,26,0.0,1543,20,1157,shot,0.0,0,pablo-sarabia,138573,14.1,35.1,0,0,49.6,5.6,11.8,37.2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
34,0.010114066302776,2145848,18,0.0,1059,28,1641,shot,0.0,0,joao-gomes,1015267,11.2,36.7,0,0,50.9,19.0,9.3,38.8,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
35,0.0084093390032649,2145832,13,0.0,742,33,1958,shot,0.0,0,alejandro-garnacho,1135873,20.6,34.5,0,0,50.5,19.0,18.9,35.7,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
36,0.17851264774799,2145828,11,0.0,645,35,2055,shot,0.1077,0,marcus-rashford,814590,11.2,69.9,0,0,47.1,4.4,7.7,62.8,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
37,0.0089784087613225,2145809,3,0.0,131,43,2569,shot,0.0,0,matheus-cunha,886363,26.3,64.8,0,0,51.1,19.0,24.2,63.5,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
