,xg,id,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,incidentType,xgot,goalType,name,playerId,player_x,player_y,player_z,goalMouth_x,goalMouth_y,goalMouth_z,blockCoordinates_x,blockCoordinates_y,blockCoordinates_z,shot_sit_assisted,shot_sit_corner,shot_sit_fast-break,shot_sit_free-kick,shot_sit_penalty,shot_sit_regular,shot_sit_set-piece,homeTeam_False,homeTeam_True,outcome_block,outcome_goal,outcome_miss,outcome_post,outcome_save,bodyPart_head,bodyPart_left-foot,bodyPart_right-foot
18,0.088306568562984,2152341,51,0.0,3016,40,2384,shot,0.0,0,diogo-jota,606164,22.3,60.5,0,0,41.0,66.7,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
19,0.064941912889481,2152332,50,0.0,2987,41,2413,shot,0.0,0,diogo-jota,606164,9.6,51.2,0,0,66.9,12.5,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
20,0.048363693058491,2152316,49,0.0,2899,42,2501,shot,0.0,0,antoine-semenyo,934354,18.4,54.6,0,0,48.7,70.8,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
21,0.040301088243723,2152288,46,0.0,2752,45,2648,shot,0.0,0,trent-alexander-arnold,795064,23.1,57.3,0,0,54.3,19.0,11.1,51.3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
22,0.035795003175735,2152163,45,4.0,2926,1,2474,shot,0.0649,0,antoine-semenyo,934354,22.6,42.3,0,0,48.7,1.9,1.9,49.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
23,0.047767095267773,2152151,45,3.0,2868,1,2532,shot,0.0,0,ibrahima-konate,826215,8.7,45.4,0,0,61.3,45.8,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
24,0.056441940367222,2152145,45,3.0,2824,1,2576,shot,0.0,0,dominik-szoboszlai,869856,17.9,57.9,0,0,51.7,19.0,16.3,57.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
25,0.095881164073944,2152123,45,1.0,2720,1,2680,shot,0.0,0,virgil-van-dijk,151545,7.3,46.2,0,0,36.3,6.9,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
26,0.066430933773518,2152113,45,0.0,2676,1,24,shot,0.1461,0,trent-alexander-arnold,795064,12.1,65.1,0,0,46.9,19.0,1.4,53.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
27,0.75009417533875,2152007,36,0.0,2156,10,544,shot,0.9441,regular,mohamed-salah,159665,4.3,47.4,0,0,54.1,22.8,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
28,0.7884,2152001,36,0.0,2154,10,546,shot,0.9659,0,mohamed-salah,159665,11.5,50.0,0,0,48.1,5.1,0.2,50.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
29,0.10370895266533,2151958,34,0.0,1992,12,708,shot,0.0,0,mohamed-salah,159665,18.1,42.8,0,0,59.5,73.6,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
30,0.27010756731033,2151897,28,0.0,1621,18,1079,shot,0.4853,regular,luis-diaz,883537,7.9,54.2,0,0,46.0,2.5,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
31,0.015309035778046,2151784,19,0.0,1132,27,1568,shot,0.0,0,dominic-solanke,361420,26.4,51.5,0,0,53.8,81.9,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
32,0.022232821211219,2151772,19,0.0,1088,27,1612,shot,0.0,0,cody-gakpo,862967,20.9,34.2,0,0,41.5,70.8,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
33,0.036663174629211,2151777,18,0.0,1054,28,1646,shot,0.0,0,dominik-szoboszlai,869856,11.3,36.2,0,0,54.1,19.0,9.9,37.4,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
34,0.11180353164673,2151775,18,0.0,1052,28,1648,shot,0.0,0,luis-diaz,883537,17.5,43.7,0,0,50.1,19.0,10.5,46.2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
35,0.038642715662718,2151765,18,0.0,1050,28,1650,shot,0.0,0,luis-diaz,883537,12.4,34.7,0,0,46.8,19.0,11.0,36.8,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
36,0.025054682046175,2151714,13,0.0,741,33,1959,shot,0.1087,0,trent-alexander-arnold,795064,5.8,74.2,0,0,48.0,30.4,1.4,56.1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
37,0.093166500329971,2151634,6,0.0,342,40,2358,shot,0.0,0,virgil-van-dijk,151545,7.5,50.5,0,0,46.0,39.2,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
38,0.094135336577892,2151608,3,0.0,151,43,2549,shot,0.2192,regular,antoine-semenyo,934354,12.5,64.1,0,0,53.1,13.3,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
