,xg,id,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,incidentType,xgot,goalType,name,playerId,player_x,player_y,player_z,goalMouth_x,goalMouth_y,goalMouth_z,blockCoordinates_x,blockCoordinates_y,blockCoordinates_z,shot_sit_assisted,shot_sit_corner,shot_sit_fast-break,shot_sit_free-kick,shot_sit_regular,shot_sit_set-piece,homeTeam_False,homeTeam_True,outcome_block,outcome_goal,outcome_miss,outcome_save,bodyPart_head,bodyPart_left-foot,bodyPart_right-foot
18,0.10194765776396,2164446,35,0.0,2057,11,643,shot,0.078,0,philip-billing,548660,6.3,44.3,0,0,51.2,17.1,1.2,48.7,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
19,0.12651382386684,2164425,29,0.0,1732,17,968,shot,0.0,0,antoine-semenyo,934354,8.2,64.9,0,0,50.1,19.0,6.6,61.9,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
20,0.01747253537178,2164412,26,0.0,1516,20,1184,shot,0.0,0,heung-min-son,111505,20.4,28.8,0,0,38.8,29.2,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
21,0.021849412471056,2164401,23,0.0,1353,23,1347,shot,0.0,0,dejan-kulusevski,928124,15.2,68.1,0,0,52.6,19.4,13.6,65.9,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
22,0.068842992186546,2164393,22,0.0,1318,24,1382,shot,0.1509,0,pape-matar-sarr,1002711,13.7,43.1,0,0,48.0,1.9,2.0,49.6,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
23,0.024318652227521,2164428,19,0.0,1106,27,1594,shot,0.0,0,philip-billing,548660,10.9,39.9,0,0,51.3,11.1,9.6,41.3,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
24,0.59842675924301,2164370,17,0.0,988,29,1712,shot,0.9232,regular,james-maddison,356398,7.8,53.2,0,0,52.9,0.6,0.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
25,0.20754213631153,2164359,15,0.0,842,31,1858,shot,0.1521,0,richarlison,840217,8.2,49.6,0,0,51.0,34.8,1.2,49.8,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
26,0.24100323021412,2164361,15,0.0,841,31,1859,shot,0.5788,0,james-maddison,356398,9.3,35.4,0,0,53.1,1.9,2.4,44.9,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
27,0.13605071604252,2164348,10,0.0,545,36,2155,shot,0.0,0,james-maddison,356398,12.8,42.8,0,0,52.9,1.4,7.6,44.2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
