,xg,id,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,incidentType,goalType,xgot,name,playerId,player_x,player_y,player_z,goalMouth_x,goalMouth_y,goalMouth_z,shot_sit_assisted,shot_sit_corner,shot_sit_fast-break,shot_sit_free-kick,shot_sit_penalty,shot_sit_regular,shot_sit_set-piece,homeTeam_False,homeTeam_True,outcome_block,outcome_goal,outcome_miss,outcome_save,bodyPart_head,bodyPart_left-foot,bodyPart_right-foot
11,0.40290945768356,1894761,65,,3859,26,1541,shot,regular,0.8361,harry-kane,108579,4.3,46.6,0,0,52.6,27.2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
12,0.06019588559866,1894731,63,,3730,28,1670,shot,,,che-adams,773409,14.3,41.3,0,0,46.2,25.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
13,0.022504976019263,1894730,62,,3685,29,1715,shot,,,dejan-kulusevski,928124,18.6,73.7,0,0,52.7,19.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
14,0.10022412985563,1894681,60,,3549,31,1851,shot,,,harry-kane,108579,20.7,60.1,0,0,52.1,58.3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
15,0.11547865718603,1894624,54,,3223,37,2177,shot,,,ivan-perisic,38710,8.7,42.4,0,0,55.1,88.9,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
16,0.083728112280369,1894628,54,,3215,37,2185,shot,,,ivan-perisic,38710,17.6,43.1,0,0,49.3,19.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
17,0.033605832606554,1894583,51,,3048,40,2352,shot,,,james-ward-prowse,161717,28.9,44.3,0,0,55.0,45.8,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
18,0.52029812335968,1894517,46,,2743,45,2657,shot,regular,0.9883,che-adams,773409,4.6,51.6,0,0,54.2,2.5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
19,0.02035122923553,1894409,45,5.0,2951,1,2449,shot,,,mohamed-elyounoussi,119151,22.1,36.4,0,0,48.2,19.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
20,0.015802521258593,1894404,45,4.0,2921,1,2479,shot,,,kyle-walker-peters,823085,21.2,28.3,0,0,49.4,75.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
21,0.38523295521736,1894374,45,1.0,2727,1,2673,shot,regular,0.5093,pedro-porro,913654,7.3,64.4,0,0,47.7,29.1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
22,0.022600494325161,1894344,43,,2546,3,154,shot,,,dejan-kulusevski,928124,20.4,72.3,0,0,54.1,19.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
23,0.020453913137317,1894289,41,,2411,5,289,shot,,,mohammed-salisu,946158,9.9,41.2,0,0,55.8,51.4,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
24,0.024156583473086,1894296,40,,2368,6,332,shot,,,mohammed-salisu,946158,14.2,44.0,0,0,40.7,15.3,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
25,0.03438188880682,1894245,37,,2216,9,484,shot,,,heung-min-son,111505,22.6,29.9,0,0,41.2,5.6,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
26,0.17052237689495,1894185,32,,1893,14,807,shot,,,harry-kane,108579,12.5,54.4,0,0,52.6,23.6,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
27,0.083331234753132,1894109,25,,1472,21,1228,shot,,,pedro-porro,913654,11.7,61.2,0,0,50.9,77.8,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
28,0.093055859208107,1894095,24,,1401,22,1299,shot,,,harry-kane,108579,8.3,64.2,0,0,52.7,19.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
29,0.1093330308795,1894019,19,,1108,27,1592,shot,,,eric-dier,146101,7.5,50.4,0,0,57.8,33.3,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
30,0.084433481097221,1894003,17,,994,29,1706,shot,,,pedro-porro,913654,14.2,60.7,0,0,47.6,84.7,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
31,0.043984018266201,1893909,10,,544,36,2156,shot,,,james-ward-prowse,161717,19.6,63.5,0,0,57.6,8.3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
32,0.32318750023842,1893854,3,,136,43,2564,shot,,,che-adams,773409,4.1,43.3,0,0,57.8,12.5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
33,0.086943946778774,1893850,3,,136,43,2564,shot,,,james-ward-prowse,161717,18.7,54.5,0,0,66.4,33.3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
34,0.16236551105976,1893841,3,,134,43,2566,shot,,,stuart-armstrong,117083,11.5,59.8,0,0,50.3,19.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
35,0.38694077730179,1893840,2,,93,44,2607,shot,,,heung-min-son,111505,7.5,42.7,0,0,1.0,2.8,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
